{{{0, 0, 0, 1}, {0, 1, 0, -1}, {1, 0, 0, 0}}, 1}
{{{0, 1, -1, 1}, {-1, 0, 0, 1}, {0, 0, 1, 0}}, 593}
{{{-1, -1, 1, 0}, {0, -1, 1, -1}, {1, -1, -1, 0}}, 594}
{{{-1, -1, -1, 1}, {1, -1, 0, 1}, {1, -1, -1, 1}}, 595}
{{{-1, 1, -1, 1}, {-1, 1, -1, 0}, {-1, 1, 0, -1}}, 596}
{{{-1, -1, 0, 1}, {0, 0, 0, 1}, {-1, -1, 1, 1}}, 597}
{{{0, 1, -1, -1}, {1, 1, 0, -1}, {-1, 1, -1, 0}}, 598}
{{{-1, 1, -1, 1}, {0, 0, 1, -1}, {-1, 0, 1, -1}}, 599}
{{{-1, -1, 0, 1}, {0, 0, 1, -1}, {-1, -1, 1, -1}}, 600}
{{{-1, -1, 1, 1}, {0, -1, 1, 1}, {-1, -1, 1, 0}}, 601}
{{{-1, 1, -1, 1}, {0, 1, -1, -1}, {1, 0, -1, 1}}, 602}
{{{0, 0, 1, 1}, {1, -1, 1, 1}, {-1, 1, 0, 0}}, 603}
{{{0, -1, 0, 1}, {1, 1, 1, -1}, {1, 0, -1, 0}}, 604}
{{{-1, 1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, -1}}, 605}
{{{0, -1, 1, -1}, {1, 1, -1, 1}, {1, -1, 0, 0}}, 606}
{{{-1, 0, -1, 1}, {1, 1, -1, 0}, {1, -1, -1, 1}}, 607}
{{{1, 0, 0, 1}, {0, 1, 0, -1}, {1, 0, 0, 1}}, 608}
{{{-1, 1, -1, 1}, {1, 0, -1, 1}, {1, -1, 0, 1}}, 609}
{{{0, 0, -1, 1}, {1, -1, 1, 1}, {1, 0, 0, 0}}, 610}
{{{-1, -1, 1, 0}, {0, -1, 1, -1}, {1, 0, 0, 0}}, 611}
{{{1, -1, 0, 0}, {-1, -1, 0, 1}, {-1, 1, 0, 1}}, 612}
{{{-1, -1, 0, 1}, {0, 0, -1, 0}, {-1, -1, 1, 1}}, 613}
{{{1, 1, -1, 0}, {1, 1, -1, 0}, {0, -1, 1, 1}}, 614}
{{{1, 1, -1, 1}, {-1, 1, 1, -1}, {-1, -1, 1, -1}}, 615}
{{{-1, 1, 1, -1}, {0, 0, 1, 1}, {1, 0, 0, 0}}, 616}
{{{0, 0, -1, 1}, {0, -1, 1, -1}, {-1, 0, 1, -1}}, 617}
{{{-1, 1, 1, -1}, {0, -1, 1, 1}, {-1, 1, -1, -1}}, 618}
{{{-1, -1, -1, 1}, {1, 0, 0, 0}, {0, 0, 1, -1}}, 619}
{{{0, 0, -1, 1}, {0, -1, 1, -1}, {-1, -1, 1, -1}}, 620}
{{{1, 0, 1, 0}, {1, 0, 0, -1}, {0, 1, -1, 0}}, 621}
{{{1, 1, -1, 1}, {1, -1, 0, 0}, {-1, 0, 1, -1}}, 622}
{{{-1, -1, 0, 1}, {0, 1, 1, -1}, {-1, 1, 1, -1}}, 623}
{{{1, 0, -1, 1}, {1, 0, 1, -1}, {-1, 0, 1, -1}}, 624}
{{{1, 1, -1, -1}, {0, 1, -1, -1}, {1, 1, -1, 0}}, 625}
{{{-1, -1, 1, 1}, {1, -1, 1, -1}, {1, -1, 1, 0}}, 626}
{{{1, 1, -1, -1}, {1, -1, 1, 0}, {-1, 1, -1, 0}}, 627}
{{{-1, 1, -1, 1}, {1, 1, -1, 1}, {1, 0, -1, 1}}, 628}
{{{1, -1, 0, 1}, {0, -1, 1, -1}, {-1, 1, 1, -1}}, 629}
{{{1, 1, 0, 1}, {1, 1, 1, -1}, {1, 0, 0, 0}}, 630}
{{{-1, 0, -1, 1}, {-1, -1, 1, -1}, {-1, -1, 1, -1}}, 631}
{{{1, 1, 1, 1}, {-1, 1, 0, -1}, {1, 1, -1, -1}}, 632}
{{{-1, 0, -1, 1}, {1, 1, 1, -1}, {-1, 1, 1, -1}}, 633}
{{{0, 1, 1, -1}, {1, 0, 0, 0}, {-1, 1, 1, 0}}, 634}
{{{0, 1, 0, -1}, {-1, 0, 1, 1}, {-1, 1, 1, -1}}, 635}
{{{-1, 1, -1, 1}, {1, -1, 1, 0}, {0, -1, 1, 1}}, 636}
{{{-1, 1, 0, -1}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 637}
{{{1, 1, 1, -1}, {0, -1, 1, 1}, {1, -1, 0, 0}}, 638}
{{{0, 1, -1, -1}, {-1, 0, 1, 1}, {-1, 1, 0, -1}}, 639}
{{{1, 1, -1, 0}, {1, 1, 0, 0}, {1, -1, 1, 1}}, 640}
{{{1, 1, 1, 1}, {0, 1, 0, -1}, {1, 0, -1, 1}}, 641}
{{{1, 0, 0, 1}, {-1, 1, 1, 1}, {1, -1, -1, 1}}, 642}
{{{-1, 1, 1, -1}, {1, 1, 1, -1}, {1, 0, 1, -1}}, 643}
{{{-1, -1, 1, 1}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 644}
{{{-1, 0, -1, 1}, {0, -1, 0, 1}, {0, 1, -1, 1}}, 645}
{{{1, 1, 1, -1}, {1, 0, 1, 1}, {1, -1, 0, 0}}, 646}
{{{1, -1, 1, 0}, {1, 0, 1, 0}, {-1, 1, -1, 1}}, 647}
{{{0, 0, 1, 1}, {0, -1, 1, 1}, {0, 1, 0, 0}}, 648}
{{{-1, -1, 0, 1}, {0, 1, -1, 0}, {-1, -1, 0, 1}}, 649}
{{{0, 1, 1, 1}, {0, 1, -1, -1}, {1, -1, 0, 1}}, 650}
{{{1, -1, 1, 1}, {0, -1, 1, -1}, {-1, 0, 1, -1}}, 651}
{{{1, 1, 1, 1}, {-1, 1, -1, -1}, {1, 1, -1, 1}}, 652}
{{{-1, 1, 1, -1}, {-1, 1, -1, -1}, {-1, 1, 1, -1}}, 653}
{{{1, 0, -1, 0}, {-1, -1, 1, 1}, {-1, 1, -1, 1}}, 654}
{{{-1, 0, 1, 1}, {-1, 1, -1, -1}, {1, -1, -1, 1}}, 655}
{{{1, 0, 0, 0}, {-1, 1, -1, 1}, {0, -1, 1, 1}}, 656}
{{{1, 0, 1, -1}, {-1, 1, 0, 1}, {0, -1, -1, 1}}, 657}
{{{1, 0, 0, 1}, {-1, 1, 1, -1}, {-1, -1, 1, 0}}, 658}
{{{-1, 0, -1, 1}, {1, 0, 1, -1}, {-1, 0, 1, -1}}, 659}
{{{1, -1, 1, 0}, {0, 1, 1, -1}, {0, -1, 1, 1}}, 660}
{{{1, 0, 1, 1}, {-1, 1, 0, -1}, {1, -1, -1, 1}}, 661}
{{{1, 0, 0, 0}, {0, 1, 0, -1}, {-1, -1, 1, 1}}, 662}
{{{0, 1, -1, 1}, {-1, 0, 0, 1}, {-1, 0, 1, 1}}, 663}
{{{1, 1, -1, 1}, {1, 0, 1, -1}, {0, 0, 1, -1}}, 664}
{{{-1, 0, 0, 1}, {0, -1, 0, 1}, {-1, -1, 1, 1}}, 665}
{{{0, 0, 1, 0}, {1, -1, 0, 0}, {0, 1, -1, 0}}, 666}
{{{-1, 1, 1, 1}, {0, -1, -1, 1}, {-1, -1, 1, 1}}, 667}
{{{1, -1, -1, 0}, {1, -1, 1, 1}, {1, 1, -1, 0}}, 668}
{{{-1, -1, 0, 1}, {-1, 1, 0, -1}, {1, 0, 0, 0}}, 669}
{{{1, 0, 0, 0}, {-1, 0, 1, 1}, {1, -1, -1, 1}}, 670}
{{{-1, -1, 1, -1}, {0, 1, 1, 1}, {-1, 1, -1, 1}}, 671}
{{{-1, 1, -1, 1}, {-1, 1, -1, 1}, {-1, 1, 0, -1}}, 672}
{{{1, 1, 1, -1}, {-1, 0, -1, 1}, {1, -1, -1, 1}}, 673}
{{{0, 0, 1, -1}, {0, -1, -1, 1}, {1, 1, -1, 0}}, 674}
{{{1, 1, -1, 1}, {1, 1, 1, 0}, {0, -1, 1, 0}}, 675}
{{{1, 1, 0, 1}, {-1, 1, 0, -1}, {1, 0, -1, 1}}, 676}
{{{1, 1, 0, -1}, {-1, 1, 1, 0}, {-1, 1, 0, -1}}, 677}
{{{-1, 0, -1, 1}, {-1, -1, -1, 1}, {1, -1, 1, 0}}, 678}
{{{-1, -1, 1, -1}, {0, 1, -1, 1}, {-1, 1, -1, 1}}, 679}
{{{-1, -1, -1, 1}, {1, 0, 0, 0}, {-1, -1, 0, 1}}, 680}
{{{1, 0, 1, 1}, {-1, 1, 1, 1}, {1, -1, -1, 1}}, 681}
{{{-1, 0, 0, 1}, {-1, -1, 0, 1}, {0, 1, -1, 1}}, 682}
{{{0, -1, 1, 0}, {1, 0, 0, -1}, {1, 1, -1, 0}}, 683}
{{{0, -1, 1, 0}, {1, 0, 0, 0}, {0, 1, -1, -1}}, 684}
{{{-1, -1, -1, 1}, {1, -1, -1, 1}, {1, -1, 0, 1}}, 685}
{{{1, 0, -1, -1}, {-1, -1, 1, -1}, {-1, -1, 1, 1}}, 686}
{{{-1, 1, -1, 1}, {1, 0, 0, 1}, {1, -1, 0, 1}}, 687}
{{{-1, 0, 1, 1}, {0, -1, 1, 1}, {0, 1, 0, 0}}, 688}
{{{-1, 1, -1, 1}, {-1, 1, 0, 1}, {-1, 1, 0, -1}}, 689}
{{{-1, -1, 0, 1}, {0, 0, 1, -1}, {-1, 0, 1, -1}}, 690}
{{{1, 1, 1, -1}, {-1, 1, -1, 1}, {0, -1, 1, 0}}, 691}
{{{-1, -1, 1, -1}, {-1, 0, 0, 1}, {1, 0, 0, 0}}, 692}
{{{0, -1, -1, 1}, {1, 1, 1, -1}, {1, 0, -1, 0}}, 693}
{{{1, 1, -1, -1}, {1, 1, -1, 1}, {1, -1, 1, -1}}, 694}
{{{0, 0, 1, 1}, {1, 1, 0, -1}, {1, -1, -1, 1}}, 695}
{{{1, 1, -1, -1}, {-1, 1, 0, -1}, {1, 0, 1, 1}}, 696}
{{{-1, -1, 1, 1}, {0, -1, 1, -1}, {1, -1, 0, 0}}, 697}
{{{0, 0, -1, 1}, {-1, -1, 0, 1}, {1, -1, 0, 0}}, 698}
{{{1, 1, 1, 1}, {-1, 1, -1, -1}, {1, 1, -1, 0}}, 699}
{{{-1, 0, 0, 1}, {0, -1, -1, 1}, {-1, -1, 1, 1}}, 700}
{{{0, 1, 0, -1}, {-1, 0, 0, 1}, {-1, 1, 1, -1}}, 701}
{{{0, -1, 1, -1}, {1, 0, 0, 0}, {1, 1, -1, 1}}, 702}
{{{1, 1, 0, -1}, {-1, 1, 1, 0}, {-1, 1, 1, 0}}, 703}
{{{1, -1, 0, 0}, {1, -1, 0, 1}, {-1, 1, 0, 0}}, 704}
{{{0, 0, -1, 1}, {-1, 0, 0, 1}, {-1, 1, 1, 0}}, 705}
{{{-1, -1, 1, 1}, {0, -1, 1, 1}, {0, -1, 1, 1}}, 706}
{{{0, -1, -1, 1}, {1, -1, 1, -1}, {1, 1, 1, 1}}, 707}
{{{-1, 1, 1, -1}, {0, -1, 0, 1}, {1, -1, 0, 0}}, 708}
{{{-1, -1, 1, -1}, {1, -1, 1, -1}, {-1, -1, 1, 0}}, 709}
{{{1, 0, -1, 1}, {-1, 1, 1, 1}, {1, -1, -1, 1}}, 710}
{{{-1, -1, 0, 1}, {0, 1, -1, -1}, {1, 0, 0, 0}}, 711}
{{{1, -1, 1, -1}, {0, -1, 1, -1}, {-1, 0, 1, -1}}, 712}
{{{-1, 1, 1, -1}, {-1, -1, 1, 1}, {0, 1, -1, -1}}, 713}
{{{1, -1, 0, 1}, {1, 1, 1, -1}, {1, 0, 0, 0}}, 714}
